,distance,patent_number
8324,0.5769450880618041,10339001
21283,0.5769475068958947,9930240
25166,0.5769521823835234,9426724
8352,0.5769521823835235,10306545
23924,0.5769734250024268,10225516
9638,0.5769849795912583,10327125
4274,0.5769849795912583,10251083
10413,0.5769914889663725,10038611
24586,0.5771135623754298,9571974
879,0.577144462434772,10310769
3829,0.5771516599271242,10347007
3874,0.5771516599271244,10347021
124,0.5771516599271244,10347021
25101,0.5772061285253368,10349632
16771,0.5772061285253368,10306868
3894,0.577254541176916,10339595
22833,0.5772777501110962,10339208
1799,0.5772777501110962,10318995
2261,0.5773163137166445,9736769
7011,0.5773163137166445,10349328
511,0.577325662712209,10345961
1411,0.577325662712209,10338772
15944,0.5773534624220897,9898799
15938,0.5773915019601783,10331729
22447,0.5774032839141829,10310662
11792,0.577420048847314,10342219
18214,0.577420048847314,9785149
14059,0.5774723255816889,10148537
10103,0.577472325581689,9413779
24673,0.57749715602334,10349200
2086,0.5775283095649167,10331486
20556,0.5775283095649169,10338736
21953,0.5775424673020346,9270355
9142,0.5775424673020347,10324474
8897,0.5775475707109017,10341865
18287,0.5775475707109018,9320010
19576,0.5775819137859803,10335063
19581,0.5775819137859803,10335064
22357,0.577602237501623,9450972
18203,0.577688930514314,10347104
18202,0.577688930514314,10347104
1346,0.5777049756277911,10324707
21881,0.5777049756277911,10346071
4827,0.5777271895861515,9621458
7067,0.5777271895861515,9621458
13344,0.5777803385117914,10341672
342,0.5777803385117914,9525617
22387,0.5778993511759911,10345151
17918,0.5778993511759911,10321344
13194,0.577937650352133,10346932
928,0.577937650352133,9552234
4013,0.577937650352133,9552234
3368,0.5779575290083165,10347586
8472,0.577973908091275,9992015
12819,0.5779796455625035,10278028
9184,0.5779796455625035,10278028
12818,0.5779796455625035,9712978
9183,0.5779796455625035,9712978
3564,0.5780082182609385,10324564
8093,0.5780460517853394,10062073
5342,0.5780460517853394,9485734
18228,0.5780653783608354,10306963
25094,0.5780653783608354,RE47480
7654,0.57807575567392,10104680
6608,0.5780843253172252,9755437
12808,0.5781189582724029,10063598
7018,0.5781681478215854,10142767
18553,0.5781696811096103,10056786
5356,0.5781696811096103,10340745
19906,0.5781726684158492,10001966
2081,0.5782021231794732,10339020
8858,0.5782310841492821,10098159
1468,0.5782406014626131,9498711
11979,0.578268478924409,9271206
6954,0.578268478924409,9271206
5877,0.5783499765348457,10270606
5876,0.5783499765348457,9900169
11197,0.5783499765348458,9942055
9552,0.5783499765348458,9942055
25201,0.5783619607209289,10349065
9059,0.5783670792639337,10348684
15552,0.5784084361563233,10338209
19201,0.5784084361563233,10356189
6982,0.5784139140750533,9667425
6869,0.5785356252438802,10104531
14448,0.5785520785979654,10347070
6239,0.5785610403302053,10348346
3217,0.5785610403302053,9876545
24316,0.5786130518592809,10337207
19294,0.5786130518592809,10311662
10338,0.5786323246999433,10098159
23106,0.578666940088286,9749410
7702,0.5786722303942138,10324428
5211,0.5787074820359386,9913230
4733,0.5787364941251671,10321547
5818,0.5787364941251671,10321547
9143,0.5787516719486506,9843360
17733,0.5787602306007308,10348731
743,0.5787602306007308,10346166
17734,0.5787602306007308,10348731
2868,0.5787602306007308,10346166
5448,0.5788039318412719,9930477
6926,0.5788217097108375,10338845
19081,0.5788217097108376,9754424
8188,0.5788277154504181,10348457
3148,0.5788277154504181,9462607
4629,0.5788745275377377,10347071
11476,0.5788750360010779,10348836
17797,0.5789034654437488,9811298
11249,0.5789816099677331,9574898
2056,0.5789817166511478,10339111
1871,0.5789817166511478,10338851
16228,0.5790089073803795,10354500
6084,0.5790104321711439,9936448
17268,0.5790248806439218,10071748
7256,0.5790290450774311,9538539
7827,0.5790290450774312,9686811
14386,0.5790312610580641,10315492
23557,0.5790312610580642,10218836
21848,0.5790771455247294,10318600
16066,0.5790783367697154,10349245
16861,0.5790783367697154,10354214
9649,0.5790941747282372,10064023
12474,0.5790941747282372,10064023
18922,0.5791988446602045,9843360
20608,0.5792288121445355,10181266
3408,0.5792363068494928,10315851
23494,0.5792363068494928,10347370
13621,0.5792386668325407,9501856
13497,0.5792386668325408,9477664
4579,0.5793174145175753,9985740
4578,0.5793174145175753,10250355
6629,0.579345277296567,10075968
6628,0.579345277296567,9814059
6627,0.579345277296567,9497797
1731,0.5794006085157083,10346827
7677,0.5794239023482585,9565514
20003,0.5794506464982161,10342136
18232,0.5794506464982161,10332849
9063,0.5795096969149593,10306698
23651,0.5796002625889589,10335505
19521,0.5796002625889589,10314929
6721,0.5796155661558016,9651984
21617,0.5797622644529877,10181266
25116,0.5797696344012067,10340601
25117,0.5797696344012067,10340601
18658,0.579785765079862,10347339
20438,0.5798604121426553,10341842
18294,0.5798604121426554,10332037
11416,0.5798679120419051,9909875
8061,0.5799195786141105,10335949
19439,0.5799195786141105,9494527
16607,0.5799232957550804,10126827
2379,0.5799505635302356,10042038
14713,0.5799505635302356,10349163
16786,0.5800170829283703,10305003
6451,0.5800212357821557,10320330
4292,0.5800212357821557,9837958
4523,0.5800358373432444,10325098
21807,0.5800358373432444,10248215
10531,0.5801449696604242,9907115
10532,0.5801449696604242,10194486
9862,0.5801449696604243,10039046
11147,0.5801449696604243,10039046
9678,0.5801696119882271,9747663
11996,0.5801696119882271,10234305
8353,0.5802212649141526,9661554
7347,0.5802212649141526,9426724
4351,0.5803220427395686,9445219
8251,0.5803220427395686,10305539
10339,0.5803517994825318,10171332
22751,0.5804056419269001,10332331
20191,0.5804056419269001,10319173
7543,0.5804829613990996,10210447
14119,0.5804859602230892,9773345
18843,0.5805401404173811,10346839
17444,0.5805401404173811,10339553
4139,0.5805401404173811,10339553
18844,0.5805401404173811,10346839
18249,0.5805567960971222,10348198
3266,0.5805567960971222,10342095
5406,0.580572053450345,9532310
5407,0.580572053450345,9699736
12303,0.5805720534503451,10045296
13308,0.5805720534503451,10045296
18502,0.58057680493946,10311223
21724,0.5806127074162591,10311398
24467,0.5806127074162593,10325234
10222,0.5806279631966645,9961531
22829,0.5806394246616869,10354051
16163,0.5806394246616869,10319000
132,0.5806499142422712,10354460
4062,0.5806499142422712,10354460
15903,0.5806499142422712,10346888
15902,0.5806499142422712,10346888
13848,0.5806970794283004,10001966
21851,0.5807080504144502,10311223
89,0.5807772987865847,10347339
884,0.5807772987865847,10347339
3444,0.5807772987865847,10347339
21954,0.5808809021937774,9583828
7689,0.5808809021937775,10324474
21303,0.5809121348896062,10341805
6458,0.5809240932046078,10354014
16168,0.580924093204608,9836046
19808,0.5809534164135561,10318414
12669,0.5809889013203974,9870537
15711,0.5809931498058908,10352704
16376,0.5809931498058909,10355365
16164,0.5809951648427718,10315851
21284,0.5810109995101885,9608478
12842,0.5810109995101886,10326965
3031,0.5810121382749471,10313392
23962,0.5810121382749471,10348587
25172,0.5810130779697841,9596693
7622,0.5810130779697841,10306464
3214,0.5810466020563099,10254850
14324,0.5810466020563099,10348355
20238,0.5810685407944598,9779112
11809,0.5810685407944598,10332194
3571,0.5810732642775109,10339365
18961,0.5810732642775109,10347218
7313,0.5810920313553254,10347234
7314,0.5810920313553254,10347234
13441,0.581099511846489,9660969
12361,0.581133554283941,10347127
20239,0.5811591357683232,10354317
15978,0.5811591357683233,10332194
19071,0.5812200384542974,10310796
8714,0.5812246140674512,10009774
5527,0.5812246140674513,9356758
1556,0.5812592532081885,10346071
1347,0.5812592532081885,10341378
10167,0.5813001134898463,9826368
14463,0.5813323065782403,9905543
14462,0.5813323065782403,10153260
3773,0.5813502160459311,10311593
12024,0.5813599162638067,9588498
18256,0.5813958975321063,10339933
1666,0.5813958975321063,10342046
19939,0.581416815851042,10085326
14636,0.581416815851042,10333322
15449,0.5814227466095641,10356322
15527,0.5814227466095641,10356586
13849,0.5814375963493015,9946893
18093,0.5814474211704508,9351381
18092,0.5814474211704508,9504133
8328,0.581481823141875,10322634
20197,0.5816295059714995,10341114
10294,0.5816630029828618,10339583
18817,0.5816630029828618,10095266
6263,0.581664112815264,9913109
6262,0.581664112815264,9602998
13993,0.5816674235288253,9881092
11968,0.5816674235288253,9881092
1368,0.5816728097515965,10163135
4899,0.5816728097515965,10346057
8346,0.5817069583758687,10051450
5372,0.5817069583758688,9426749
24651,0.5817212709406223,10352087
16457,0.5817212709406223,10310895
11824,0.5817275524456197,10308132
10341,0.5817497595553046,9541909
13251,0.5817497595553046,10075297
369,0.581764516379623,9898799
21116,0.581773797369554,9898799
4551,0.5818174724122451,9961507
5752,0.5818174724122454,10237691
16558,0.5818216590701573,10169996
3218,0.5818261322543246,10277280
21254,0.5818489169313461,10349210
16888,0.5818489169313462,10327096
2348,0.5818489169313462,10327096
23286,0.58188048594247,10330623
3203,0.5818821956436573,9432816
3204,0.5818821956436573,9955302
5774,0.5818821956436575,10348375
8314,0.5818821956436575,10348375
3867,0.5819305568325803,10185463
10367,0.5819553197289444,9460617
5357,0.5819718741047321,10320241
2318,0.5820427900618452,9370041
13168,0.5820449645237293,10306052
9762,0.5820597899083245,9565111
24163,0.5820645842795407,10344385
17973,0.5820645842795407,10355067
15748,0.5820645842795407,10344385
17974,0.5820645842795407,10312315
9639,0.5820938728621723,9438386
13897,0.5820938728621725,10251083
19213,0.5821436348021666,10324474
2371,0.5821818714309154,10324371
21982,0.5821818714309154,10349194
6689,0.5822451136752694,10339595
16976,0.582264763801398,10348972
21403,0.5822837301545614,9800718
9313,0.5822837301545614,9800718
6643,0.5822837301545616,10326295
6644,0.5822837301545616,10326295
15616,0.5823617450415514,10311741
24231,0.5823617450415514,10355924
22759,0.5823633338656257,10338580
17584,0.5823934554553893,10321344
22388,0.5823934554553895,10346684
5612,0.582408446815586,10045280
5596,0.5824742506069209,10349209
23131,0.5825037398478097,10338571
19151,0.5825037398478097,10318408
10776,0.5825198906464873,10319007
7477,0.5825343788034597,10182326
11512,0.5825540064116381,9477787
13613,0.5825540064116381,9843534
8242,0.5825911685453142,10320732
5332,0.5825911685453142,10320732
13622,0.5827777841224463,9773345
15779,0.5828130053611529,10349012
16946,0.5828130053611529,10354678
13832,0.5828637104358375,10341087
1626,0.5828637104358375,9450752
21226,0.5828806554112118,10324428
16608,0.5828905334944763,10318007
23219,0.5828905334944763,10350494
5624,0.5829074768604579,10313325
23983,0.5829074768604579,9992615
14922,0.5829085390996821,10187153
9931,0.5829085390996822,9843385
1581,0.582919619122308,10310769
22626,0.5829513766285784,10347767
3331,0.5829513766285784,10319858
13169,0.5829668275942155,10341114
6401,0.5829831311644502,10349211
3897,0.5830517882340498,10346963
3938,0.5830517882340498,10346998
15044,0.5831468884131721,10153260
15043,0.5831468884131721,9905543
25206,0.5831556018812947,10311398
24468,0.5831556018812948,10306427
11903,0.5831606403944385,10331729
1369,0.5832182614357038,10339020
8859,0.5832275973193691,10038608
7019,0.5832335543851319,9936448
8931,0.5832670802885831,10347105
4201,0.5832670802885831,9313313
1391,0.5832708801131659,9779102
11812,0.5832708801131659,10346043
6489,0.5833633318841546,9621987
6367,0.5833674499470515,9924345
6459,0.5834044541845935,9394016
23538,0.5834144283796981,10347127
14293,0.5834147191901222,9451472
24763,0.5834458616719405,10345781
17792,0.5834458616719405,10310477
18746,0.5834936709617692,10338743
19123,0.5834936709617692,10339742
9671,0.5835198352833939,9554322
19577,0.583531991889708,10355336
23522,0.5835330893908217,9621458
19667,0.583535264415932,9959398
10882,0.583535264415932,10334434
2413,0.583536173376749,10341805
13197,0.5835842712716994,9311656
8951,0.5835842712716994,9552140
16061,0.5835935817728657,10319008
6153,0.5836001984969271,9699375
6154,0.5836001984969271,9558559
16559,0.5836570252296073,10032368
16206,0.5836574674195031,10338772
512,0.5836574674195031,10353684
24966,0.5837033391487554,10310477
24764,0.5837033391487556,10307908
7862,0.5837603591353724,10341981
18268,0.5837603591353725,9534920
17673,0.5837619094120893,10348612
158,0.5837619094120893,10348612
17672,0.5837619094120893,10348612
157,0.5837619094120893,10348612
2733,0.5838124532203797,9430385
8334,0.5838124532203797,10348850
22296,0.5838204384956158,10349817
16736,0.5838204384956158,10321813
7146,0.5838435428264774,10333943
8296,0.5839276035449279,9686049
7276,0.5839276035449279,9433011
21159,0.5839327387254495,9742894
23539,0.5839365586171646,10339020
18818,0.5839909463473717,10311223
5119,0.5840229412518988,9749087
5118,0.5840229412518988,10250355
14061,0.5840485017663171,9800493
11698,0.5840485017663172,9413643
17563,0.5840488037129298,10311593
13878,0.5840634108733422,10305779
19708,0.5841547706171164,9712978
19707,0.5841547706171164,10278028
9702,0.5841652035517182,10349233
2319,0.5841652035517182,10229587
318,0.5841892714272775,10098159
11969,0.5842307287372125,9916363
11113,0.5842307287372125,9423263
11112,0.5842307287372125,9749808
13994,0.5842307287372125,9916363
2577,0.584249726108951,10347354
3436,0.584249726108951,10349035
16871,0.5842671681756934,10348820
16666,0.5842826770441434,10311264
8919,0.5843049826690776,9800718
15023,0.5843107477057983,9386257
15024,0.5843107477057983,9350932
16229,0.584337938827278,9667425
17919,0.5843457117113551,10339181
1806,0.5843457117113551,10345151
15079,0.5843521244485346,10326298
14964,0.5843521244485346,10326298
14539,0.5843521244485346,10326298
5121,0.5843955675149362,9791975
6706,0.5843955675149362,10114423
23012,0.5844067398258921,10319007
13879,0.5844479703800038,10178104
19057,0.5844725511331625,9934020
19056,0.5844725511331625,9952851
18042,0.5844944370650881,10350481
7012,0.5844975837962453,10256881
11889,0.5845240523534216,10356123
9613,0.5845531600659606,10347070
8439,0.5846540558173549,9451472
12926,0.5846629618440271,10098159
33,0.5846888725455675,9924439
2333,0.5846888725455675,9924439
5627,0.5847647709291988,10349366
4171,0.5847647709291988,9992402
14577,0.5848338280864984,10187153
9932,0.5848338280864985,10122453
20276,0.5848420758216413,10349224
16872,0.5848420758216414,10332152
20201,0.584877181844606,10339792
1676,0.5848771818446061,10332326
19934,0.584884794563327,10085326
14637,0.5848847945633271,10333323
24024,0.5848861585393152,9626862
23496,0.584890242652715,10327996
20943,0.584890242652715,10315815
13702,0.5849129924685079,10356067
11943,0.5849763504906421,10339343
13459,0.585020990454409,9428054
17862,0.5850757077503139,10333322
21477,0.5850787221595881,10331342
11606,0.5850920774432747,10334333
19728,0.5850920774432748,9820142
10552,0.5850984195476021,9716528
1208,0.5851370588019278,10339020
18071,0.5851636545854287,10349977
16691,0.5851636545854288,10342962
21227,0.585198684248075,10349011
17359,0.5852296931634234,RE47480
18229,0.5852296931634234,10347060
23956,0.5853130865818283,10051676
2744,0.5855004001888574,10129202
4927,0.5855862852128277,10349259
10998,0.5856105839129813,10348790
10999,0.5856105839129813,10348790
11053,0.585804953684538,9547985
3979,0.5858076679523838,10349014
2607,0.5858076679523838,10346945
21117,0.5858079051221903,10331729
18043,0.5858141675394389,10318939
16032,0.5858249965921418,9622063
23402,0.5858294694552666,10321523
15833,0.5858439021030959,10325464
21522,0.5858439021030959,10354507
14207,0.5858439021030959,10354507
15834,0.5858439021030959,10325464
14214,0.5858625427465853,9506763
7088,0.5858686743927584,10349111
7087,0.5858686743927584,10349111
22886,0.5858701524695493,10325253
21683,0.5858701524695493,10318943
8941,0.5858902389828413,10315492
23558,0.5858902389828415,9311805
13751,0.5859027656116305,10025853
10602,0.5859027656116307,9460213
17626,0.585927020269727,10331918
24514,0.5860084384111034,10348419
24513,0.5860084384111034,10348419
3168,0.5860084384111035,10311351
17083,0.5860084384111035,10311351
38,0.5860217531290282,10341762
13672,0.5860932823400604,10342219
5122,0.5861098873142783,9595137
7641,0.5861098873142783,10114423
24157,0.586110477743339,10326025
24059,0.5861128637891841,9401902
8473,0.5861128637891844,10313122
4324,0.5861163374072951,10319208
25054,0.5861163374072951,10319208
22699,0.5861163374072952,10307111
10533,0.586141417847845,9483939
20228,0.5861919778231747,10220314
5427,0.5862067476397841,9332538
8817,0.5862067476397841,10039107
603,0.5862379827202883,10315897
19308,0.5862379827202883,10315897
23478,0.5862379827202884,10336592
23477,0.5862379827202884,10336592
10606,0.5862402981056523,9451383
12619,0.5862668760874832,10340032
18642,0.5862668760874832,9642027
24543,0.5863657737930765,10318773
7678,0.5863730616660396,9504056
8008,0.5863730616660396,9585027
13454,0.5864092652538153,9571604
1807,0.5864300729494274,10332034
11911,0.5864348255110722,9743150
19771,0.5864482118880874,10349046
13226,0.5864659712508212,9474011
13626,0.5864659712508212,9547719
14356,0.5864682137595569,9642027
5606,0.5865048443913605,9307350
8971,0.5865048443913606,9992808
4209,0.5865074361496381,10328199
20936,0.5865074361496381,10346591
17689,0.5865074361496381,10328199
20937,0.5865074361496381,10346591
8156,0.5865169277985771,9583828
13789,0.5865169886676718,9860158
3528,0.5865190176371183,10347046
3748,0.5865190176371183,10347254
4929,0.5865638836662309,10347234
4928,0.5865638836662309,10347234
7587,0.5865703066418291,10327096
22602,0.5865788607128347,10311269
22983,0.586595365528586,10320054
22603,0.586595365528586,10318857
12117,0.5866179907823205,10098159
12362,0.5866973717168998,10071748
18597,0.5867253335770108,10347768
12493,0.5867823035918787,10356123
10773,0.5867823035918787,10356123
17403,0.5867896480769801,10346875
19463,0.5868118335275906,10354441
15913,0.5868118335275907,10335695
3887,0.586814506018303,10331729
19668,0.5868232987244084,10341114
7252,0.586826953621679,10103792
4333,0.5868573607046974,10182326
10627,0.5868918862818253,9661551
10626,0.5868918862818253,10285112
17128,0.5869171928317942,10355488
20661,0.5869451455548346,9813406
11651,0.5869451455548347,10330784
19896,0.5869506814871535,10346539
1048,0.5869506814871535,10333568
17606,0.5870096375085355,10311760
24221,0.5870096375085355,10346659
7104,0.5870531032657333,9338638
2132,0.5870641571696776,10153654
2792,0.5870719362977033,10333875
22874,0.5870897471056069,10346827
4788,0.5871459322793422,10306698
5449,0.5871985209793082,10178711
7588,0.587220232132187,9661452
7354,0.587220232132187,9609477
54,0.587257897227981,10002467
3183,0.587257897227981,9304846
53,0.587257897227981,9304846
3184,0.587257897227981,10002467
21976,0.5873541101848011,10339328
15961,0.5873708724787174,10333943
22604,0.5874184153871591,10311264
2591,0.5874386953934221,10349069
2521,0.5874386953934221,10349030
11254,0.5874426772359718,9451472
12764,0.5874792659427267,9843360
9302,0.587495359226037,10038608
10767,0.587495359226037,10038608
22991,0.5874987223503305,10350481
13632,0.5875168096722978,10320732
20342,0.5875423054940077,10346082
1321,0.5875423054940077,10332097
9103,0.5876317667433745,10256881
22323,0.5876349005988224,10306753
25113,0.5876349005988224,10321589
1256,0.5876801658602954,9992132
5631,0.5876801658602955,10346206
14686,0.5877318377948281,9930240
8077,0.5877674192277966,10349224
16874,0.5877674192277966,9774998
6802,0.5877674192277966,10349224
16873,0.5877674192277966,9491033
7151,0.5877707556441423,10028309
6897,0.5877848497123561,10313217
14053,0.5877956977456171,10175988
7068,0.5878148230264922,9356823
4828,0.5878148230264922,9356823
15682,0.5878291135073236,10312267
5902,0.5878406838826813,10342218
7812,0.5878406838826813,10342218
18218,0.5878406838826813,9935644
18217,0.5878406838826813,9543973
2858,0.5879139766947158,9596604
19861,0.5879582472007674,10314662
23691,0.5879582472007674,10333731
5528,0.5879623612963198,9716528
19792,0.5879634085993861,10172169
23112,0.5879823422136443,10341007
18687,0.5880142535570244,10348972
4662,0.5880175787313622,9847889
2133,0.58807608407582,10348753
23951,0.5880996779730248,10339792
1677,0.5880996779730248,10313512
8247,0.5881285590119723,10172169
21304,0.5881286924240956,10278054
14482,0.5881288885886289,10325085
14702,0.5881288885886289,10325085
9838,0.5881839722306921,10341813
1487,0.5881839722306921,10200363
19709,0.5882242554043793,10200363
9839,0.5882242554043793,10334398
8463,0.5882774043769791,9712951
7116,0.5882774043769792,9402272
14367,0.588280784638805,10332183
19944,0.5883106023292883,9484991
19943,0.5883106023292883,9887753
8108,0.5883106023292883,10333224
6178,0.5883106023292883,10333224
4818,0.5883106023292883,10333224
15722,0.5883220642173048,10322634
17863,0.5883339447111839,10333323
2082,0.5883611012897614,10338844
3036,0.5883660485202972,9600780
21636,0.5884387633350839,10110332
8732,0.5884410172123746,9320054
8733,0.5884410172123746,10039123
22979,0.588477631253645,9583828
14387,0.5885211303264817,10309673
24847,0.5885211303264818,10218836
20121,0.5885805360115549,10335637
7887,0.5886008710734721,9608771
7591,0.5886008710734721,9525759
7253,0.5886318818978559,9967170
13309,0.5886436858048665,10070392
12304,0.5886436858048665,10070392
12118,0.5886755274970398,9883507
12119,0.5886755274970398,9510347
11283,0.5886755274970399,9723538
13418,0.5886755274970399,9723538
4656,0.5886986907767876,10321429
17463,0.5887154785644123,10318939
12464,0.5888051180863485,9769871
10269,0.5888051180863485,9769871
22182,0.5888751482793512,10331133
20609,0.5888751482793512,10322727
2582,0.5888934246031405,9842282
21231,0.588927644109589,10298542
9438,0.588927644109589,10327117
19799,0.5890350159492228,9413597
5098,0.5890506117528715,9414380
8396,0.5890506117528715,10122434
16552,0.5890615211382106,10336206
11161,0.5890661762056197,10341101
1621,0.5890661762056197,9906832
18306,0.5890798207721258,10348447
3156,0.589079820772126,10341830
22324,0.5890971150034615,10334722
19649,0.5890971150034615,10321589
22657,0.5891238799970251,10347613
9571,0.5891259268780547,9428054
11699,0.5891261122642459,9909875
8474,0.589137590256388,9660969
10174,0.5891511595434417,10334651
3279,0.5891544812098969,10347104
3278,0.5891544812098969,10347104
14374,0.58915489357024,10325459
15406,0.5891635439662127,9537503
7854,0.5891635439662128,10356873
21737,0.5891782318245598,10341805
17269,0.5892330963271707,10347127
14714,0.5892752379191815,10307110
25058,0.5892752379191815,10042038
16348,0.5893748671043031,10309914
24816,0.5893748671043031,10352883
18269,0.5893862748571186,9826343
21618,0.5894168178088577,10348753
13372,0.5894720403935674,9536056
9487,0.5894720403935674,9536056
13292,0.5894720403935674,9516141
13291,0.5894720403935674,10284689
9594,0.5894925985791573,10038611
14432,0.5894929680953365,10321547
23988,0.5895039512158897,10320799
22498,0.5895039512158897,10313317
18838,0.5895724547449723,10336206
15868,0.5895845972011264,10347075
17327,0.5895845972011264,10354492
17063,0.589661860944967,9924550
3023,0.589661860944967,9924550
2249,0.5896849586302049,9813406
11652,0.5896849586302049,10349368
14136,0.5897537595141993,9871776
6273,0.5897537595141993,9398467
11343,0.5897537595141993,9398467
14137,0.5897537595141993,9871776
1888,0.5897541193272648,10339328
19038,0.5897541193272648,10339328
18871,0.5897638640412873,10346827
14309,0.5897642279469331,10342059
14308,0.5897642279469331,9609553
8444,0.5897664272281742,10348849
14619,0.5898039269126965,9068707
12453,0.5898139122139703,9442935
13894,0.5898139122139703,9672332
10757,0.5898209916834609,10171332
10758,0.5898209916834609,9722905
8729,0.5898217028026393,10171149
17112,0.5898223229763873,10097314
5202,0.5898223229763874,10348335
15066,0.5898282716634569,10325199
21743,0.5898282716634569,9652770
21181,0.5898384426314877,9735860
12248,0.589841857548787,9648463
11277,0.5898873164713146,10181049
20699,0.5899039808017528,10350312
6041,0.5899736243272843,9301087
9004,0.5899736243272844,9906893
17677,0.5899951212079705,10348346
3219,0.5899951212079706,10346604
18503,0.5900038003741306,10070313
117,0.5900057583065754,9794323
17372,0.5900057583065754,9794323
11653,0.5900543674079834,10172169
343,0.5900807383357347,10346910
943,0.5900807383357347,10341672
16609,0.5901242419026128,10254850
23854,0.5901305826895067,9900967
12449,0.5901306811806519,10063598
10784,0.5901306811806519,10063598
12317,0.5901570868731405,9699375
12318,0.5901570868731405,9558559
5358,0.590217873122263,10355336
19542,0.5902506516298616,10314587
25059,0.5902532036879685,10354678
24674,0.5903500827686694,9544690
9763,0.5903554732134084,10326689
13837,0.5905118481183071,9370002
8647,0.5905118481183071,9450642
5373,0.590520414910302,9433011
8297,0.590520414910302,10051450
11108,0.590534736932977,9977472
10792,0.590534736932977,9916673
12421,0.5906440054244892,9507498
17938,0.5906441672839848,10349488
3888,0.5906469315604643,10349022
12353,0.5906723764345048,9817871
12354,0.5906723764345048,9811567
11664,0.5906723764345049,9696903
11639,0.5906723764345049,9696903
1257,0.5906865162051035,10282233
4422,0.5906865162051035,10346206
1582,0.5906906479874381,10339343
19021,0.5907124327265472,9843360
7367,0.5907153683206101,9385881
8592,0.5907153683206101,9655112
23091,0.590738370488833,10339548
6346,0.5907816283505911,10348888
16989,0.5907816283505911,9854615
10681,0.5908819457426957,9778060
1667,0.5909240098135382,10033495
5451,0.5909240098135382,10339933
21118,0.5909692331657816,10348971
12249,0.5911012834534527,10204303
7956,0.5911026976661928,10349442
2197,0.5911026976661928,9515787
17404,0.5911678938818326,10348856
2729,0.5911678938818326,10346916
11266,0.5912125307920149,9614770
12776,0.5912125307920149,9887936
19747,0.5912372547431877,10051035
10488,0.5912372547431878,10334264
13032,0.5912486855693795,10326298
12809,0.591274957148499,9978170
8193,0.591303408688806,9661443
11544,0.5913092100529737,10338580
1163,0.5913368668533726,10328431
16622,0.5913810181943121,10339782
2134,0.5914478981256798,9755437
10243,0.5914718178367,9966991
10852,0.5914718178367001,10103918
2211,0.5915122339448826,9578588
7706,0.5915122339448826,10349434
22411,0.5915180932167647,10346660
1006,0.5915180932167647,10321275
16706,0.5916428248836094,10122138
5103,0.5916428248836096,10349890
4524,0.5916726339273581,10229587
9703,0.5916726339273581,10248215
8262,0.5916752999603138,10333943
18514,0.5917054602895377,10313122
7813,0.5917426212679511,10311398
5903,0.5917426212679511,10311398
24469,0.5917426212679511,9935644
2578,0.5917582033034517,10346994
3901,0.5917582033034519,10349035
1156,0.5917664876941864,10339343
8074,0.5917758917679307,10304304
7022,0.5917758917679308,9491584
4357,0.5917758917679308,9491584
13283,0.5917870390989064,9719789
22459,0.5918369454985931,9854615
6347,0.5918369454985932,10320977
3876,0.591861549995794,10311642
24701,0.5918748448063047,10310796
17717,0.5919080899767338,10339157
1821,0.5919080899767338,10346418
15922,0.5919463948685615,10348849
17867,0.5919754720389443,10346830
17466,0.5919754720389444,10345332
18319,0.5919779213193284,9723435
324,0.5919779213193284,9723435
6371,0.5920425329976242,10339792
1678,0.5920425329976242,9848447
21333,0.5920750683597968,10325432
21567,0.5920750683597968,10326823
17871,0.592079149992077,10320311
22571,0.592079149992077,10345289
22068,0.5920853568557352,10256881
4637,0.5920854611714712,10347234
4636,0.5920854611714712,10347234
20272,0.5921402438965195,10339762
18721,0.5921402438965198,10332155
4396,0.5921694624569704,9600780
11321,0.5922144380901382,10339017
2917,0.5922368447444809,9615374
8152,0.5922625469590945,9867041
17951,0.592276205431002,10313122
21138,0.5923199724524879,10317033
23403,0.592319972452488,10327365
24351,0.5924861673892395,10347046
3749,0.5924861673892396,10311616
19103,0.5924951164455582,10318414
24204,0.5924991823584255,10318167
9242,0.5925536408654714,10342059
9243,0.5925536408654714,9609553
23294,0.5925864957079987,10333223
19947,0.5925864957079988,10317736
10489,0.5926017780129011,10347565
83,0.5926017780129011,10051035
13498,0.5926032726569399,10185463
18489,0.5926131748999335,10313057
24072,0.5926131748999335,10341149
4239,0.5926131748999335,10313057
24071,0.5926131748999335,10341149
3752,0.592618795008929,10346999
12412,0.5926306240030037,9986484
9144,0.5926409432240687,10277280
14328,0.5926447483829432,10348866
2717,0.5926447483829432,10250435
13887,0.5927219495577067,10341700
24838,0.59276017432111,10347565
84,0.59276017432111,10309788
19553,0.5927636693073142,10331922
20496,0.5927636693073143,10335148
10212,0.5927668757637279,9924550
21852,0.5928017834113832,10325082
7842,0.5928612527905289,9961507
7302,0.5928612527905289,9961507
5753,0.592861252790529,9538332
5754,0.592861252790529,9674684
1141,0.5929315906861088,10341285
1583,0.5929315906861088,10346360
1157,0.5930051892102549,10311920
17109,0.5930426772980784,10348392
3186,0.5930426772980784,10348356
25266,0.5930752858172021,10349005
25267,0.5930752858172021,10349005
2627,0.5930752858172021,10306219
692,0.5930752858172021,10306219
22677,0.5930771249289641,9975644
5661,0.5930771249289641,10319247
10777,0.5931642334870701,10324428
344,0.5932141840249832,10355798
1781,0.5932342691720123,10346312
1158,0.5932342691720123,10339324
2918,0.5932572627726195,10320732
