,distance,patent_number
10578,0.49591975925626197,9867215
11523,0.4959499107400531,9971501
10816,0.49594991074005323,9842282
16258,0.49596961753130864,10254850
14322,0.49596961753130864,10353483
1906,0.4959940030498907,10346316
1151,0.49599400304989083,10339056
20647,0.49608459095676904,10349021
2602,0.49608459095676916,10331023
5476,0.49609651683167844,9800506
11691,0.49609651683167855,10028077
17861,0.4961762139922199,10322634
10442,0.4962035502132852,9577914
13023,0.4962035502132852,10057130
13612,0.4962194752686754,9613527
12783,0.4962194752686754,9477787
6219,0.49638664999013116,10182446
17357,0.4964242966248056,10318939
8391,0.496443085862712,9486703
8083,0.496443085862712,9417320
9776,0.49647905272366877,9488485
11298,0.4965172633297983,9721612
12143,0.4965172633297983,9883340
9827,0.49658818537380256,9838496
20914,0.4967364983471225,10318770
23048,0.4967364983471225,10328329
1946,0.4968070430639365,10338844
2063,0.4968070430639365,10339020
8722,0.4969049277991183,10034239
602,0.4969169295289213,10311521
19307,0.4969169295289213,10311521
11524,0.49704568413188743,9843893
11503,0.49704568413188754,9842282
5757,0.49717146636154264,10172169
5281,0.4972721465299842,9749815
25301,0.49729833691915837,10311223
24604,0.49729833691915837,10306052
13781,0.49739333909311223,10182446
24409,0.4974591753989691,10277618
24408,0.4974591753989691,10116679
3341,0.49753727827127603,10311351
24512,0.49753727827127614,10347615
22981,0.49762697528642563,10311264
17283,0.4977380541459878,10350312
3643,0.4977380541459878,10350312
16652,0.49773805414598793,10347104
16651,0.49773805414598793,10347104
22814,0.4978286189863186,10339385
496,0.4978286189863186,10319008
9982,0.49795768741063284,10348612
9981,0.49795768741063284,10348612
748,0.49810283024556123,10356069
2873,0.49810283024556123,10356069
15593,0.49810283024556135,10348730
15592,0.49810283024556135,10348730
9894,0.49814356224554635,10267639
9568,0.49814356224554646,10191919
7171,0.4981697510602704,10318600
23088,0.4981697510602704,9703878
10128,0.4982948595911113,9462437
13724,0.4982948595911114,10142455
9948,0.4983173565936485,9716683
20373,0.4984116021300514,10318963
22856,0.49841160213005153,10332083
13122,0.4984436374873208,9443430
10347,0.4984436374873208,9443430
9828,0.49849890547185505,9838495
18946,0.49851035231441454,10346684
17583,0.49851035231441454,10339410
24881,0.4985597923605901,10352088
16451,0.4985597923605901,10309125
13186,0.49856027552072,10068108
10382,0.49856027552072024,9553728
10099,0.498611619193125,9716683
21172,0.49869465926927414,10278028
21171,0.49869465926927414,9712978
10013,0.49879369127134865,10063460
3276,0.4988467127756382,10348178
3271,0.4988467127756382,10348177
4306,0.49890461887864845,9381290
8606,0.4989046188786487,10314958
24934,0.49898394885101727,9443430
10014,0.4990736613489726,10009092
10656,0.4990736613489726,10172068
9038,0.49908995125741207,9621987
4783,0.49908995125741207,9621987
19796,0.499090495110007,10332386
22453,0.4992442708873964,10311269
3644,0.49931408760924434,9886032
17284,0.49931408760924434,9886032
6184,0.49931408760924434,10347104
11836,0.4993456474676652,10063460
13746,0.4993727932006887,9462437
21271,0.4994083451829503,10331342
20574,0.4994083451829504,10327030
14657,0.4994129970411725,10172169
15981,0.4994539678200681,10311521
8781,0.49956443011004126,9544755
21516,0.49957602604207785,10332386
4784,0.49964773601340096,10104474
9039,0.49964773601340096,10104474
11017,0.4996491831214841,10334157
19777,0.4996491831214841,9935868
13191,0.4996557192187244,10068108
10383,0.4996557192187244,9552234
13572,0.49966287042292545,10348684
4131,0.4996985601139339,10318939
7571,0.49978261215877773,10346732
17556,0.49978261215877773,9614551
137,0.49981374918467725,10347040
17522,0.49981374918467725,10347040
3771,0.49981374918467725,10346794
3772,0.49981374918467725,10346794
11238,0.4999047980219995,9716683
24187,0.49994724465501184,10324627
21901,0.49994724465501195,10311956
5872,0.4999746724946583,10194477
18532,0.499986674665269,10341142
18533,0.499986674665269,10341142
398,0.499986674665269,10341142
397,0.499986674665269,10341142
12231,0.5000263961928042,10098159
11061,0.5000980488973661,9432854
22261,0.5001043519024106,10353559
16236,0.5001043519024106,10321907
15719,0.500165856263232,10350312
16653,0.5001658562632321,10355336
17587,0.5004586042545462,10331729
67,0.5004620796493239,10348120
10268,0.500468335902928,10142906
12463,0.500468335902928,10142906
7561,0.500555661693229,10142767
11508,0.5005922218243228,9428054
10673,0.5005922218243228,9428054
10654,0.500670443173586,10085170
5251,0.500670443173586,10009257
8984,0.5007757510070776,10207677
5569,0.5007757510070776,10207677
9787,0.5007757510070776,10002467
9786,0.5007757510070776,9304846
11827,0.5008971186308953,9946893
21921,0.5009215821724782,10295870
14256,0.5009215821724782,10324564
287,0.500993315928667,10319007
15861,0.5010195100905326,9498711
8022,0.5010195100905326,10354493
9384,0.5010310689630508,9674698
3931,0.5011132802365625,10348971
17577,0.5011142637421242,10348971
12264,0.501136692801385,10331898
9276,0.501136692801385,9705929
22372,0.5011680840138322,10349375
2237,0.5011680840138323,10321393
20526,0.5011935620097561,10122138
5101,0.5011935620097561,10331877
6737,0.5012850164415934,10348684
14047,0.5013539165338146,9451472
10716,0.5014025699433358,9686676
7269,0.5014025699433358,9992015
7562,0.5015878068510902,9936448
6738,0.5019484303714172,9847889
12593,0.5020046692673079,9448079
6171,0.5020218948473485,9531450
21791,0.5020370894930184,10328329
10657,0.5020459406809735,9554322
13923,0.5020942790861264,9571604
13041,0.5020942790861265,9432564
9636,0.5020963203889284,9698864
12337,0.5020963203889285,10251083
1091,0.5021511004758119,10315865
23483,0.5021511004758119,10346424
18103,0.5021855690903183,10349968
16696,0.5021855690903183,10342921
6686,0.502245755058668,9801011
6636,0.5022457550586681,9794323
18506,0.5022523836378054,9686676
2937,0.5023160577578926,9615374
7563,0.5023160577578927,10348667
21261,0.5023804827064707,10318773
10558,0.502511128926967,10263863
23049,0.502543083353573,10331918
2772,0.5025518870406712,10341700
1497,0.5025518870406713,10348820
18471,0.5027704888884128,10206161
9794,0.5027704888884128,10341202
10159,0.5028314678026015,9432854
9677,0.5028540404654249,9710961
12236,0.5028540404654249,10234305
2743,0.5029035756937865,10339343
1772,0.5029035756937866,10348842
13663,0.5030415998012614,10267639
9569,0.5030415998012616,9472159
14257,0.5030473198345387,10318151
23176,0.5030473198345387,10295870
14113,0.5030978747403623,9955302
14112,0.5030978747403623,9432816
5773,0.5030978747403623,9402216
8313,0.5030978747403623,9402216
17038,0.503116401109174,10182446
2893,0.503116401109174,10182446
753,0.503116401109174,10182446
25111,0.5032485767482227,10331915
20524,0.5032485767482229,10306753
15446,0.5032846604911843,10349021
2603,0.5032846604911844,10356586
13928,0.5033109689988606,9554322
3737,0.503384912938896,9977634
8894,0.5033907394180936,10182446
5424,0.5033907394180936,10182446
14323,0.5034943028435189,10318007
23217,0.503494302843519,10254850
3348,0.503526942151509,10347598
3352,0.503526942151509,10347613
9459,0.5035407908842857,9720880
12161,0.5035407908842857,10291587
11858,0.5035440488318126,9606619
2961,0.503558098920996,10335691
2136,0.503558098920996,10348658
4158,0.5037247249310174,10356577
17498,0.5037247249310174,10356577
9401,0.5038092016290634,9794880
6682,0.5038092016290634,10310931
9477,0.5038383960212807,9924439
8084,0.5039264678283701,9943760
5858,0.5039264678283703,9486703
7898,0.5039264678283703,9486703
19801,0.5039634939781241,10332034
20447,0.5039634939781242,10334073
13913,0.5040978946557215,9418346
14029,0.5040978946557215,9436300
5282,0.5042572984604183,10063460
3047,0.5042906107887956,9803986
11682,0.5042906107887956,10348575
5762,0.5043001245270755,10182446
15017,0.5043309532480341,9887332
8024,0.5043547888976955,9640035
8023,0.5043547888976955,9311772
8947,0.5043547888976956,9498711
7462,0.5043547888976956,9498711
20506,0.5044759934712568,10325125
21792,0.5044759934712568,10331920
22936,0.5045006960220242,10332066
20391,0.5045006960220242,10318917
12158,0.504504748205927,9736294
10101,0.5045379051466108,9503466
13483,0.5045379051466108,10148537
14461,0.5046551504531467,9887330
23232,0.5046708898173966,10355749
15662,0.5046708898173968,10317963
17326,0.5047054388364278,10354493
15862,0.5047054388364278,10347075
9248,0.5047498821069915,9488485
19447,0.5047502342068899,10315267
23578,0.5047502342068899,10335883
22634,0.5047507696789642,10332996
24681,0.5048044201975418,10318950
22877,0.5048044201975418,10310783
21641,0.5048223849782469,10325250
21691,0.504822384978247,10325294
15976,0.5048460539746337,10175848
4848,0.5048460539746338,10354317
17461,0.5048917955384206,10339520
18867,0.5048917955384206,10346831
17273,0.5049829813470885,10324428
21974,0.5049829813470885,10347127
7631,0.5050643244596039,9723435
7632,0.5050643244596039,9426640
15806,0.5050815439126769,10169996
3287,0.5052761789312911,9537503
7852,0.5052761789312912,10348115
3161,0.5052814364387087,9651984
12577,0.5052814364387087,10348429
6851,0.5052897732735179,10129841
21296,0.50536630732769,9351322
8726,0.50536630732769,10326891
15117,0.5053970232000717,9326359
18453,0.5054154634046797,9535647
7859,0.5054154634046798,10341277
10732,0.50542279183915,9432854
12517,0.5054373410635873,9776587
11828,0.5054373410635873,9661451
19067,0.5054981686057218,10338636
4246,0.5054981686057218,10338878
12784,0.5055360272472187,9448079
15852,0.5058021531797414,10318414
23122,0.5058021531797414,10354500
9263,0.5058169716068451,9843893
11504,0.5058169716068452,10332309
10881,0.5058173041290253,10311223
10076,0.5058263124970539,10346497
17706,0.5058263124970539,10158649
10566,0.5058461278954984,9488485
17194,0.5059038012116532,10332996
13299,0.5060277075984303,9488485
3806,0.5060412931561484,10349061
2546,0.5060412931561484,10347031
1757,0.5061019475035718,9639857
12642,0.506101947503572,10339404
11316,0.5061723402020176,9648463
12594,0.5061723402020177,9881092
21586,0.5062071896541659,10322727
22181,0.5062071896541659,10325425
4803,0.5062709604549296,10142767
8623,0.5062809380163218,10327125
4273,0.5062809380163218,9374713
11239,0.5063245840439313,9710484
9612,0.5064375261804976,9350932
9611,0.5064375261804976,9386257
17737,0.5064751228573343,10318963
22857,0.5064751228573343,10346015
11374,0.5065372739083043,9986484
10733,0.5065372739083043,9867215
6683,0.506627523032939,9544772
7786,0.5066275230329391,9794880
14114,0.5066403142415328,9451472
20247,0.5066485347451772,10311521
23371,0.5067412680928596,9924345
15136,0.506899263283823,9498678
15176,0.5068992632838232,9571903
3576,0.5069341851230734,10345986
17756,0.5069341851230735,10347217
17274,0.5069669115702408,10093223
10734,0.5070531825937004,10171332
9441,0.5071012116846476,10331957
9271,0.5071012116846476,10296795
3911,0.5071497941057181,9842282
17683,0.5071665995365404,9547761
20061,0.5072120521823178,10347369
3414,0.5072120521823178,10332620
16022,0.507247272300849,10339557
16024,0.507247272300849,9741052
16023,0.507247272300849,9785963
16021,0.507247272300849,9558504
22441,0.5072642351241581,10348972
9446,0.507297878330889,9448079
10279,0.5073034833599378,9900342
10278,0.5073034833599378,10200404
6479,0.5073196572219576,9395725
11457,0.5073970654887872,10336469
611,0.5073970654887872,9848459
12829,0.507633882441513,9473893
13636,0.507633882441513,9609471
1313,0.507730810517581,10346245
1207,0.507730810517581,10346094
11829,0.5078349465908665,9428054
23733,0.507919755343683,10209083
9783,0.5079197553436832,10314563
10321,0.5079588675138615,10348684
18903,0.508002138172934,9667340
7337,0.508002138172934,10339474
18902,0.508002138172934,9374153
8637,0.508002138172934,10339474
10599,0.508226218533639,9847889
21988,0.5082550892279205,9326359
11511,0.5082829121775927,9613527
12333,0.5082928162825925,10033436
10579,0.5082928162825926,9698867
2247,0.5083473559377384,10311925
24196,0.5083473559377385,10349368
12407,0.5083915161160943,9716683
20102,0.5085073229773331,10311731
14394,0.5086093507413554,10332314
12441,0.5086143901599445,9955456
10899,0.5086143901599445,9673858
366,0.508620386066039,10331729
13929,0.5086555178982946,10027581
13347,0.5087546844557189,9722905
13346,0.5087546844557189,10171332
2874,0.5087876732164047,10311223
749,0.5087876732164047,10311223
13756,0.5087950179370049,9723435
13757,0.5087950179370049,9426640
1436,0.5087953050954555,10348488
17073,0.5087953050954555,10345375
3118,0.5087953050954555,10345375
1437,0.5087953050954555,10348488
11299,0.5088547152642442,10055752
10446,0.5088547152642442,9883340
11401,0.5089938917975259,10063460
22179,0.5090018968030425,9520062
21156,0.5090577800880454,10321547
14658,0.5090901936856755,9936448
13311,0.5090952230843813,10346910
941,0.5090952230843813,9531635
13747,0.5092687518042638,9448079
1942,0.5092840910900774,10339020
1947,0.5092840910900774,10339021
3431,0.5093487045879324,10331346
20569,0.5093487045879326,10347356
23671,0.5093770352748002,10327996
20941,0.5093770352748003,10314740
10842,0.5094160232213085,9706426
15011,0.5094160232213085,9967170
5999,0.5095323825770095,9307416
8961,0.5095323825770096,9913253
7419,0.5095344201326959,9609477
7586,0.5095344201326959,9646426
12886,0.5095591278769912,9626862
12887,0.5095591278769912,9779619
12888,0.5095591278769912,9747788
7538,0.5095591278769914,9600780
6783,0.5095591278769914,9600780
6978,0.5095591278769914,9600780
17676,0.5096476043524043,10311261
24566,0.5096476043524045,10346604
14048,0.5097492042378905,9706349
10317,0.5098035603577576,10140468
10152,0.5098035603577576,10089116
13076,0.5099248371095972,10098159
14659,0.5099424423908542,10327193
21188,0.5099424423908543,10070392
17013,0.5099702183080546,9696884
12357,0.5099702183080546,10348790
12358,0.5099702183080546,10348790
2818,0.5099702183080546,9696884
19806,0.5099795535338618,10339001
21538,0.510004239662205,10310464
24771,0.5100042396622051,10325458
13822,0.510044473187814,10345826
13823,0.510044473187814,10345826
193,0.510044473187814,9450972
1418,0.510044473187814,9450972
24671,0.5100547421066204,10341771
11709,0.510065102817778,9877223
13578,0.5100980633359438,9761137
11922,0.5100980633359438,9483939
9056,0.5101760045330014,9847889
4627,0.5101816318782477,10347048
3738,0.5101816318782477,10220314
9898,0.5102608451754072,10175988
10002,0.5102608451754072,10191747
5486,0.5102691642397402,10103792
5181,0.5102691642397402,10027442
15471,0.5104148489732621,9867041
11376,0.5104148489732621,10356558
491,0.5104922704571779,10349507
2181,0.5104922704571779,10339426
12997,0.5105230020233906,9892176
22352,0.5105576708349174,9326359
4521,0.510566505475337,10349233
2316,0.510566505475337,10248215
6656,0.5106174413220403,9722960
7086,0.5106174413220403,9798725
4697,0.5106323964235477,10140863
4698,0.5106323964235477,9520062
8748,0.5106323964235477,9520062
8747,0.5106323964235477,10140863
23602,0.5106378808227561,10349250
16846,0.5106378808227562,10315119
22951,0.5107755192470729,10319008
25057,0.5107792629148373,10347232
3559,0.5107792629148373,10307110
21741,0.5107792784790711,10339520
18868,0.5107792784790712,10325199
16156,0.5108883730515834,10329830
20791,0.5108883730515834,10354058
5873,0.5109661823113543,10142767
11519,0.5111871324335617,10326204
21407,0.5111871324335617,9843360
22578,0.5111886733564306,10326298
20996,0.5112471555458158,10335150
19549,0.5112471555458158,10327777
7939,0.5112954516369885,10348379
19797,0.5113179051683387,10311708
13077,0.5113477295492731,9398035
21822,0.5114001357713296,10311223
13981,0.5115983394191961,9449154
4873,0.5116491895915058,9516563
7558,0.5116491895915058,9516563
13971,0.5116667626875262,10063460
20541,0.5117132691081028,10346391
1106,0.5117132691081028,10331772
15594,0.5117212768595509,10306052
25302,0.5117212768595509,10356069
10817,0.5117897083416267,9514717
13397,0.5117897083416267,9971501
11594,0.5118387330783309,9900748
11187,0.5118387330783309,9826368
9478,0.5119685740794352,10142906
8331,0.5119991325731915,10339056
1907,0.5119991325731915,9430385
7322,0.5121473976160789,9633364
12687,0.5121473976160789,9668297
3708,0.5122074159512934,10341277
18454,0.5122074159512934,10347070
12314,0.5122430419673621,10354407
13134,0.5122430419673621,10354407
15931,0.5122430419673623,9699375
15932,0.5122430419673623,9558559
6541,0.5122557863829867,9473941
336,0.5122883225581312,9693180
12966,0.5124211758283179,9622063
12732,0.5124211758283179,9588968
10726,0.512483034491239,10223738
14377,0.5124830344912392,9990028
3947,0.5124836492818732,10306791
25107,0.5124836492818732,10346953
12528,0.5124863539478278,10063598
8681,0.5125176922100106,10349362
2251,0.5125176922100106,9362991
6326,0.5125188066159316,9960877
5763,0.5125188066159316,9859966
12198,0.5125540198446159,9913253
1314,0.5125556267851576,10346238
1216,0.5125556267851576,10346094
16556,0.5125585986459431,10311731
9964,0.5125794808203227,10347127
18649,0.5126146320706257,10332912
10358,0.5126780838854971,10347127
23171,0.5127633065382406,10353625
16224,0.5127633065382406,10318167
3493,0.5127981230464453,10333875
11138,0.5130517647564996,9945682
10973,0.5130517647564996,9909875
23089,0.5130704946343236,10318531
23101,0.5130704946343236,10318600
4183,0.5130758435310034,10034239
8703,0.5130943728776257,10098159
11821,0.5131063384295717,9574898
23123,0.5131527478898746,9667425
11062,0.5132059849275319,10098159
2604,0.5132200902458829,10349039
2566,0.513220090245883,10349021
11276,0.5132334082795673,10055470
10458,0.5132334082795674,9886509
22454,0.5132901134716021,10354103
3912,0.5133018483995789,10347008
3866,0.513301848399579,10346986
17796,0.5133706321279725,10129340
10171,0.5133706321279725,10345779
15458,0.5134228119186537,10182446
14242,0.5135374086957686,10250435
14327,0.5135374086957687,10298557
12246,0.5135805947916048,9883340
10486,0.5136159168104995,10356658
15427,0.5136159168104996,10051035
5076,0.5136225214238226,9479958
8116,0.5136225214238228,10123375
5364,0.513681445086693,9705982
7162,0.513681445086693,10051676
14098,0.5136846004993577,10332034
20448,0.5136846004993578,9407646
11981,0.5136847995290934,10098051
12012,0.5137291895991658,10349090
12013,0.5137291895991658,10349090
2492,0.5137291895991659,9743150
16937,0.5137291895991659,9743150
21681,0.5138129314053453,10318952
22873,0.5138129314053455,10325253
14426,0.5138869162632498,10321547
16541,0.5139607416674086,10308269
24921,0.5139607416674088,10351154
10129,0.5140129910820526,9606619
1797,0.5141252010131991,10339122
1846,0.5141252010131991,10339208
7686,0.5141837759911959,9843360
15297,0.51421797150941,6799518
15307,0.51421797150941,6799518
15352,0.5142179715094101,7992500
15351,0.5142179715094101,7380503
13406,0.5142280419188892,10316369
23452,0.5142280419188892,9510527
21793,0.5142953657696874,10318770
1777,0.5142954000440259,10163135
4896,0.5142954000440259,10339328
20942,0.5143399114221137,10330368
20766,0.5143399114221137,10327996
15942,0.5146192673650414,10348971
1908,0.5146574680332452,10348850
2731,0.5146574680332452,10339056
9996,0.5147163992554706,10142167
10141,0.5147163992554707,10178019
18411,0.5147456604886911,10320735
22523,0.5147456604886912,10341445
8704,0.5147503861844474,9537789
3461,0.5148105110397916,10356658
15428,0.5148105110397916,10347324
17223,0.5148252434891262,10318200
23169,0.5148252434891264,10347342
13079,0.5148543037848397,9419981
13078,0.5148543037848397,9654478
13817,0.5149444111806243,10098159
13667,0.5150117857390935,10063598
18261,0.5150338122387084,10347292
3494,0.5150338122387084,10341989
13162,0.5150812371422845,9674698
10526,0.5151778068581261,10349211
11923,0.5151984348628017,9869561
11367,0.5151984348628018,9761137
23851,0.5152480617895531,10321547
20046,0.5152759516903689,9491584
8072,0.5152759516903689,10332627
14049,0.5152951235054668,9719789
11368,0.5153126621945121,9448079
21363,0.5153950974169623,10056960
5353,0.5153950974169623,10326558
4278,0.5153950974169623,10056960
5352,0.5153950974169623,10326558
11377,0.5154148502329263,9646426
10567,0.515446329482905,9945682
10974,0.515446329482905,10033624
10006,0.5155083998331955,9881384
11313,0.5155083998331955,10173695
4218,0.5155682044036284,10277964
4219,0.5155682044036284,10136198
23387,0.5155750438632323,10349864
16721,0.5155750438632325,10317187
9447,0.5155986046261891,9606619
14302,0.5156010472325266,9729644
14988,0.5156010472325266,10264175
3482,0.5156143149863078,10356142
15572,0.5156143149863079,10347299
21768,0.5156760087878116,10348972
21646,0.515720330449148,10346870
4106,0.515720330449148,10325285
23041,0.5157657225819017,9697175
12341,0.5157657225819017,10318771
6684,0.5157698363191245,10256881
23981,0.5157897598097827,10336206
19396,0.5157897598097827,10313325
8121,0.5158840177171022,10027452
5484,0.5158840177171023,9479933
17976,0.5158855240880493,10328362
20896,0.5158855240880494,10343885
8282,0.5160180859850254,10051676
1847,0.5160407487009826,10341524
18387,0.5160407487009827,10339122
9102,0.516056587643331,9794981
21989,0.5160571215186613,10321547
17661,0.5160770329325384,10354103
3627,0.51618743457857,10348753
982,0.5162974651924219,10354058
17507,0.5162974651924219,10354058
16157,0.516297465192422,10346800
16158,0.516297465192422,10346800
9393,0.5163471867544933,9928575
11059,0.5163471867544933,10311633
20262,0.5164246025024725,10308269
24922,0.5164246025024725,10332167
19811,0.516464475850565,10142281
19812,0.516464475850565,9787628
19146,0.5165344690971156,10347262
892,0.5165344690971156,10338577
19147,0.5165344690971156,10347262
3512,0.5165344690971156,10338577
4159,0.5165839360038498,10311121
17499,0.5165839360038498,10311121
3721,0.5165977409528131,10353474
16266,0.5165977409528132,10347053
15876,0.5166878292216308,10332197
20232,0.516687829221631,10354474
16296,0.516696481777204,10356303
15531,0.516696481777204,10353359
24297,0.5169072630685616,10347080
3684,0.5169072630685617,10311679
9564,0.5169426562519346,9716683
883,0.5169896755701164,10311920
3443,0.5169896755701164,10311920
88,0.5169896755701164,10311920
24203,0.5169896755701165,10347344
24201,0.5169896755701165,10347344
24202,0.5169896755701165,10347344
18472,0.5169994049472079,10349422
2,0.5169994049472079,10341202
5217,0.5170262879155396,9602998
5218,0.5170262879155396,9913109
10559,0.5170634336483649,10311452
12359,0.5171951550818014,10333875
21626,0.5171983610129323,10339119
8782,0.5173312215368199,10341827
18311,0.51733122153682,9338638
12564,0.5175091229831991,10027581
3693,0.5175338751718997,10325409
21596,0.5175338751719,10347077
24926,0.5175722976237782,10325425
21587,0.5175722976237782,10308256
19116,0.5175839663667039,10345959
17761,0.5175839663667039,10338745
13573,0.5176026088214809,9654389
17402,0.5176531855744582,10325322
21611,0.5176531855744582,10346916
23066,0.517681335518344,9319981
10832,0.5176952439391398,10348840
2752,0.5176952439391398,9967331
10613,0.5177223724945998,10345781
17791,0.5177223724946,10020956
17246,0.5178193653125328,10319272
22671,0.5178193653125329,10347211
12746,0.5178236678836573,9554322
3886,0.5179274968882901,10348972
13748,0.518026125298725,9606619
12472,0.518034182562028,9609471
9647,0.518034182562028,9609471
14568,0.5180668226614241,10318007
23218,0.5180668226614242,10126827
18338,0.5180794115451204,10341700
1498,0.5180794115451205,10341805
21794,0.5180816518430482,10318773
14421,0.5181590054625985,10356577
11886,0.5181781412770348,10348699
2907,0.5181781412770348,9769124
11563,0.518185385684792,9451472
7212,0.518197504334074,9291701
15657,0.5183058375988487,10182446
4804,0.5183717267593697,10172169
17588,0.5183950288053985,10348971
11369,0.5184149940791578,9706349
16722,0.5184176604087738,10355336
18473,0.5184198701670379,9924345
7358,0.518448634754518,9913253
5646,0.5185601083939131,9277419
1992,0.5185834533941036,9715590
12206,0.5185834533941036,10338988
20072,0.5186472374977873,9350932
20073,0.5186472374977873,9386257
10658,0.518670392099551,9832705
11573,0.5186703920995512,10009092
378,0.518780077098464,10356069
8996,0.5189061441428979,10178711
20233,0.5189153757308066,10339614
18781,0.5189153757308066,10332197
21582,0.5190941238900028,10347063
21581,0.5190941238900028,10347063
17352,0.5190941238900029,10325426
112,0.5190941238900029,10325426
16259,0.5191382924245844,10350494
16606,0.5191382924245844,10353483
15459,0.5191939822367516,9877223
22977,0.5192788198633531,10277280
9537,0.5192788198633531,10318858
18262,0.5192900299483958,10333875
11887,0.5194048523419106,9465950
13706,0.5194048523419106,9769124
7861,0.5194418990694669,9924345
22584,0.5194604644903649,9635701
7474,0.5194604644903649,10355531
7473,0.5194604644903649,10320240
15694,0.5194604644903649,9635701
11692,0.5194747553091779,9844068
6406,0.5194747553091779,9800506
1092,0.5195529731222003,10346999
3891,0.5195529731222003,10346424
10822,0.5196096378173966,9758092
10821,0.5196096378173966,10093223
16783,0.5196264873707619,10340443
18621,0.5196264873707619,10349527
1953,0.5196550871605322,10338844
2064,0.5196550871605322,10339017
3786,0.5196724797948453,10356398
15521,0.5196724797948453,10347037
12199,0.5196790080497438,9769821
11867,0.5196790080497438,9716528
21912,0.5197555097900639,10331342
21272,0.5197599593557416,10306698
3628,0.519808412199281,10338580
6032,0.5198312554348601,10200964
12698,0.5198368975367544,10325085
21819,0.5198368975367544,9628942
13467,0.5198734703997961,9661551
13466,0.5198734703997961,10285112
4961,0.5199383975521904,9301087
9002,0.5199383975521904,10149340
15807,0.5200380854586977,10311731
10978,0.5200623366183892,10278054
6407,0.5200711322807308,10172146
4856,0.5200711322807309,9844068
9342,0.5200950211860533,10178019
11442,0.5200950211860533,10178019
9997,0.5200950211860533,9853883
9998,0.5200950211860533,10320657
7692,0.52011472170661,10146956
6077,0.5201284124096649,10327830
20992,0.520128412409665,9900858
21189,0.5201719795822489,9265089
9151,0.520171979582249,10327193
5933,0.5201987036122899,10182326
21747,0.5203173690812994,10339346
20602,0.5203261956481053,10342101
14166,0.5203261956481053,10331155
4244,0.520355592931712,10131043
4243,0.520355592931712,10131042
4242,0.520355592931712,10213908
13546,0.5204082364643035,10331729
9784,0.5205027737286959,9722905
6542,0.5205298960701843,9742894
20188,0.5205879417892701,10339757
18728,0.5205879417892701,10332338
8332,0.520610892253522,10346316
1152,0.5206108922535221,9430385
13637,0.5206180350115,10064023
10398,0.5206180350115001,9473893
20082,0.5206417247986437,10348790
20081,0.5206417247986437,10348790
2819,0.5206417247986437,10332516
17014,0.5206417247986437,10332516
6637,0.5206889263778347,10346656
19292,0.5207093248993044,10352067
16461,0.5207093248993045,10337207
6337,0.520842815018463,10306698
19474,0.5209624450382873,9523767
7899,0.5209624450382875,10335637
5859,0.5209624450382875,10335637
14503,0.5211291411268371,10341771
13924,0.5213028270691948,9727879
12101,0.521302827069195,9432564
3918,0.5213428237013022,10347072
17333,0.5213428237013022,10346985
3698,0.5213428237013022,10346985
3697,0.5213428237013022,10346985
3917,0.5213428237013022,10347072
17382,0.5213428237013022,10347072
17332,0.5213428237013022,10346985
17383,0.5213428237013022,10347072
9788,0.5213442685290209,9621987
21996,0.5213604147581534,10349211
12733,0.5213782387253554,9706349
3976,0.5214190328956143,10348731
3977,0.5214190328956143,10348731
742,0.5214190328956143,10346945
2867,0.5214190328956143,10346945
14428,0.5214372418974971,10349498
14427,0.5214372418974971,9900967
18666,0.5214978815669589,10256933
14413,0.5215396089082558,10121299
14414,0.5215396089082558,9984521
25112,0.5216221938211515,10347985
71,0.5216221938211516,10306753
16661,0.5216242381247724,10317504
23319,0.5216242381247724,10350116
24694,0.5216323694486882,10348488
3119,0.5216323694486883,10310769
17074,0.5216323694486883,10310769
10691,0.5216504634591828,9451383
13808,0.521650463459183,9998396
24908,0.5217116101486826,10343698
24753,0.5217116101486826,10343698
24758,0.5217116101486826,10343698
288,0.5217116101486826,10310499
289,0.5217116101486826,10308430
20436,0.5217869003731544,10349370
20437,0.5217869003731544,10349370
16818,0.5217869003731546,10332037
2243,0.5217869003731546,10332037
7633,0.5218400912981895,9820132
6543,0.5218400912981895,9596604
3,0.5218866557115835,9485776
8088,0.5218866557115835,10349422
9803,0.5219759915324824,9423263
9804,0.5219759915324824,9749808
11967,0.5219759915324824,10204303
13992,0.5219759915324824,10204303
5397,0.5220157557930583,10129841
7043,0.522046642537531,10349253
4184,0.522046642537531,9730257
15118,0.5220517309397851,10310464
24772,0.5220517309397851,9596739
10727,0.522234742858739,10338786
9218,0.522234742858739,9990028
13192,0.5222469515413392,10320576
22546,0.5222469515413392,9552234
25303,0.5222997908201505,10341113
18501,0.5222997908201505,10306052
13042,0.5223614078893141,9461970
10476,0.5224853476427597,10251083
9637,0.5224853476427597,10051606
6808,0.5224908398383749,10140863
6807,0.5224908398383749,9520062
15808,0.5224910621922005,9443430
21588,0.5226906539416978,10319007
11443,0.5227213199110508,10142167
9343,0.5227213199110508,10142167
10142,0.5227213199110509,10320657
10143,0.5227213199110509,9853883
11672,0.5227375547388393,10356069
6584,0.5227889561598342,10348971
16934,0.5228042984887098,10349134
2437,0.5228042984887098,10349111
2474,0.5228042984887098,10349134
2436,0.5228042984887098,10349111
22547,0.5228315533492252,10346932
22548,0.5228315533492252,10346932
4012,0.5228315533492252,10320576
927,0.5228315533492252,10320576
